flight_number,departure_airport,arrival_airport,airline_code,departure_time,departure_timestamp,arrival_time,arrival_timestamp
7766,CAN,PVG,DL,2017-11-10 14:00:00,1510322400,2017-11-10 16:20:00,1510330800
4534,CAN,PVG,KL,2017-11-10 14:00:00,1510322400,2017-11-10 16:20:00,1510330800
3545,CAN,PVG,CZ,2017-11-10 18:00:00,1510336800,2017-11-10 20:35:00,1510346100
3586,CAN,PVG,CZ,2017-11-10 22:00:00,1510351200,2017-11-11 00:20:00,1510359600
6014,CAN,PVG,SV,2017-11-10 22:00:00,1510351200,2017-11-11 00:20:00,1510359600
9528,CAN,PVG,FM,2017-11-10 20:05:00,1510344300,2017-11-10 22:30:00,1510353000
9528,CAN,PVG,MU,2017-11-10 20:05:00,1510344300,2017-11-10 22:30:00,1510353000
7141,CAN,PVG,HU,2017-11-10 08:20:00,1510302000,2017-11-10 10:40:00,1510310400
9302,CAN,PVG,FM,2017-11-10 07:30:00,1510299000,2017-11-10 09:50:00,1510307400
9302,CAN,PVG,MU,2017-11-10 07:30:00,1510299000,2017-11-10 09:50:00,1510307400
6729,CAN,PVG,DL,2017-11-10 07:30:00,1510299000,2017-11-10 09:50:00,1510307400
9312,CAN,PVG,FM,2017-11-10 12:50:00,1510318200,2017-11-10 15:10:00,1510326600
6730,CAN,PVG,DL,2017-11-10 12:50:00,1510318200,2017-11-10 15:10:00,1510326600
9312,CAN,PVG,MU,2017-11-10 12:50:00,1510318200,2017-11-10 15:10:00,1510326600
7131,CAN,PVG,HU,2017-11-10 12:55:00,1510318500,2017-11-10 15:10:00,1510326600
1866,CAN,PVG,CA,2017-11-10 20:50:00,1510347000,2017-11-10 23:15:00,1510355700
907,PEK,MAD,CA,2017-11-08 01:10:00,1510103400,2017-11-08 05:55:00,1510120500
8447,PEK,MAD,JJ,2017-11-08 01:10:00,1510103400,2017-11-08 05:55:00,1510120500
8321,PEK,MAD,TP,2017-11-08 01:10:00,1510103400,2017-11-08 05:55:00,1510120500
8321,PEK,MAD,TP,2017-11-09 01:10:00,1510189800,2017-11-09 05:55:00,1510206900
907,PEK,MAD,CA,2017-11-09 01:10:00,1510189800,2017-11-09 05:55:00,1510206900
8447,PEK,MAD,JJ,2017-11-09 01:10:00,1510189800,2017-11-09 05:55:00,1510206900
1168,CDG,MAN,AF,2017-11-06 18:20:00,1509992400,2017-11-06 18:45:00,1509993900
3035,CDG,MAN,SU,2017-11-06 18:20:00,1509992400,2017-11-06 18:45:00,1509993900
6750,CDG,MAN,9W,2017-11-06 18:20:00,1509992400,2017-11-06 18:45:00,1509993900
6395,CDG,MAN,KE,2017-11-06 18:20:00,1509992400,2017-11-06 18:45:00,1509993900
3534,CDG,MAN,AZ,2017-11-06 18:20:00,1509992400,2017-11-06 18:45:00,1509993900
3130,CDG,MAN,BE,2017-11-06 18:20:00,1509992400,2017-11-06 18:45:00,1509993900
5102,CDG,MAN,G3,2017-11-06 18:20:00,1509992400,2017-11-06 18:45:00,1509993900
3132,CDG,MAN,BE,2017-11-06 20:50:00,1510001400,2017-11-06 21:25:00,1510003500
8369,CDG,MAN,VS,2017-11-06 20:50:00,1510001400,2017-11-06 21:25:00,1510003500
3128,CDG,MAN,BE,2017-11-06 15:00:00,1509980400,2017-11-06 15:35:00,1509982500
